ID,text,labels,am
5524,Q1 1:45. Trent Richardson rushed right to the Cleveland 43 for 1 yard. 3rd &amp; 2.,neutral,Q1 1 45.ትሬንት ሪቻርድሰን ከ 43 ለ 1 የጓሮ ወደ ክሊቭላንድ 43 ለ 1 የጓሮ በፍጥነት በፍጥነት በፍጥነት በፍጥነት በፍጥነት በፍጥነት ሮጡ.3 ኛ እና AMP;2.
5525,"I may be the odd man out on this but I don't get all the buzz on this Kendrick Lamar. Decent I guess, but not stellar.",negative,"በዚህ ላይ ያልተለመደ ሰው እሆን ይሆናል ግን በዚህ ኬንድሪክ ላማር ላይ ሁሉንም Buzz አላገኝም.ጨዋነት እገምታለሁ, ግን ስዊለር አይደለም."
5526,"#HalloweenSong now playing X Files, Phantom of the Opera, Halloween, Friday the 13th, Psycho, Devil's Rejects - what are you listening to?",neutral,"#Halylyeunoonge አሁን የ X ፋይሎችን, Phosom, PoPoPount, አርብ 13 ኛው, የስነ-ልቦና ጳጳሳት - ምን ያዳምጣሉ?"
5527,"@Freak_Franchise  Make Sure you tune into @4playnation On http://t.co/S0IHr27X, tomorrow from 1pm to 3pm, Special Guest Young Savage",positive,"@Freak_franchise እርግጠኛ መሆንዎን ያረጋግጡ @ 4P.Co/s0ihr27x, ነገ ከ 1 ፒኤም እስከ 3 ሰዓት, ልዩ እንግዳ ወጣት እርሻ"
5528,Ok i need something to try cheer me up after the the loss last night!Tickets for the Brittany and Nicki Minaj 2mo night - i need2Get looking,positive,እሺ እኔ ትናንት ማታ ከጠፋው በኋላ ለማዝናናት የሚያስችለውን አንድ ነገር እፈልጋለሁ! ለካሪታኒ እና ኒኪ ሚኒ ሚኒrog 2mo light - እኔ እፈልጋለሁ
5529,"This looks like a nice place to spend a friday afternoon.....  Chalet of the Week, Chardon, Val d'Isere.... http://t.co/9qeINVx7",positive,"ይህ አርብ ከሰዓት በኋላ የሚያሳልፈው ጥሩ ቦታ ይመስላል ..... የሳምንቱ ጣት, ቫልስ ዲ."
5530,"Just the fact that he has the title ""Ambassador"" should be cool factor enough to make you come see Jon Huntsman on Wednesday at 8pm!",positive,"ረቡዕ በ 8 ሰዓት ላይ ዮን ሃንቲስማን እንዲያዩ ለማድረግ ""አምባሳደር"" የሚል ርዕስ ያለው መሆኑ ብቻ ነው!"
5531,@lazofficial How they gone kill u on da 1st episode of the new season of Breakout Kings? Damn no more eye candy. Miss you,negative,@lanzofifiralialial በአዲሲቱ የአደጋ ጊዜ ነገሥታቶች ውስጥ 1 ኛ ክፍል ላይ እንዴት እንደሚገድሉ እንዴት እንደሚገድሉ?አይረብሸም ከረሜላ.ናፍቄሻለሁ
5532,"Join Richard, Estella, Sophia, TJ, and Erwin this Friday at the CCP! Tickets: P600/P800 (VIP). Contact 09109839513 now! http://t.co/cbmt19GC",neutral,"ሪቻርድ, ኢቴላ, ሶፊያ, ታጄ, ቲጄ እና ኤርዊን በዚህ አርብ ውስጥ!ትኬቶች: P600 / P800 (VIP).09109839513 ን ያነጋግሩ!http://t.co/cbmt19gc"
5533,I'm really pleased with your concert in Mexico on October 1 and of course I'll be there! @justinbieber,positive,በጥቅምት 1 ላይ በሜክሲኮ ውስጥ በሜክሲኮ ውስጥ በጣም ደስተኛ ነኝ እናም እዛ እመጣለሁ!@ጀስቲን ቢእቤር
5534,"CONTINUED ASSAULT - Indianapolis faces a tough Miami defense this Sunday, one that ranks third in the league in yard... http://t.co/iqUfA3Ic",neutral,ቀጥሎም አገባብ - ኢንዲያናፖሊስ በጓሮ ውስጥ ባለው ሊግ ውስጥ ሶስተኛውን ደረጃ የሚሽከረከረው አንድ እሁድ እሁድ እሁድ እለት ይደረጋል.
5535,March 3rd 2010 -Do you think Kevin Rudd is superficial?  Yes 85.3%(6513 votes) No 14.7%(1122 votes) Rudd being revealed as a failure #auspol,negative,ማርች 3 ኛ 2010 - Kevin Rudd ወደ ባሕሩ ነው ብለው ያስባሉ?አዎ 85.3% (6513 ድምጾች) የ 14.7% ድምጾች (1122 ድምጾች) የለም
5536,"RT @robertfreedland: So Tomorrow Morning, wherever you are, think of us here in Wisconsin as we fight once again to restore Democracy to ...",neutral,Ror @robortrridland: ስለዚህ ነገ ጠዋት ወደ ዴሞክራሲ መልሰን እንደገና ለመቋቋም እንደገና እንደምንታገል በ <ዊስሰንሰን> ውስጥ ያስቡ.
5537,If you are attending the Sustainable Brands London Conference in November please let us know! http://t.co/ivyPY1Jj #SBLondon #LinkedIn,neutral,በኖ November ምበር ውስጥ ዘላቂ በሆነው የሎኒን ጉባ Consender የሚሳተፉ ከሆነ እባክዎን ያሳውቁን!http://t.co/ivyyly1jj #sblondon #linkin
5538,"Happy 13th birthday to one of my favorite boys, Zachary! He's growing up so fast, he's almost as tall as me. http://t.co/Gaiu45XA",positive,"መልካም 13 ኛ የልደት ቀን ከምወዳቸው ወንዶች ልጆች ከአንዱ, ዘካሪ!እሱ በጣም በፍጥነት እያደገ ነው, እሱ እንደ እኔ ረጅም ነው.http://t.co/gaiu45XA"
5539,"@TheCrossbarRSL It's pretty cool, that's for sure... USWMT WC, USMNT, EPL on Sat. Mornngs on all on ESPN along with Summer Euro matches #Fun",positive,"@Thecrorsbrarrsly በጣም አሪፍ ነው, ያ በእርግጠኝነት ያ ነውበጋዜጣዎች ላይ ያሉት ጥዋት, በበጋ ዩሮ ግጥሚያዎች #FUN ላይ"
5540,Marvel's Phase Two Kicks Off with 'Iron Man 3' Trailer on October 23rd http://t.co/0i2T0iTo #Featured #Hype #MovieNews,neutral,የማር vel የልብ ደረጃዎች በጥቅምት 23 ሰዓት ላይ በ <ብረት> 3 '' ተጎታች (በጥቅምት 23/2.co/0i2t0ito #eyped #movie #mode #mode #movies #moview
5541,YAY!!! We are front page on Will Ferrell's Funny or Die for the 24th time! Check it out!... http://t.co/zLPFqsHu,positive,Yay !!!እኛ የፊት ገጽ ላይ የፊት ገጽ አለን ወይም ለ 24 ኛው ጊዜ እንሞታለን!ይመልከቱት! ... http://t.co/zlpffqsh
5542,@RoMaNiSta_8 after the game on Sunday I expect Roma to be even more determined that they otherwise would be,positive,@ ሮማስታና_8 እሑድ ከጨዋታው በኋላ ሮማዎች እነሱ ምናልባት እነሱ ምናልባት ምናልባት የበለጠ እንዲቆሙ እጠብቃለሁ
5543,@sdelong4 I bet. They are coming to Vegas the 20th. I wanna go then. What were tickets there?,neutral,@ sdologn4 እኔ ውጫለሁ.እነሱ ወደ 20 ኛው ወደ ቪጋን ይመጣሉ.ከዚያ መሄድ እፈልጋለሁ.እዚያ ትኬቶች ምን ነበሩ?
5544,Pre-practice odds and ends: The Raiders return to practice today after an off day Sunday. The provisions set for... http://bit.ly/qdWJdZ,neutral,ቅድመ-ልምዶች ዕድገት እና ጫፎች: - ከቀን እሑድ በኋላ ቀልድ ወደ ልምምድ ይመለሳሉ.ድንጋጌዎች ለ http://bit.ly/qdwjdz
5545,"I am sooo happy that my seatmate found my phone, and he gave it to my professor. THANK YOU THANK YOU THANK YOU WITH ALL MY HEART! <3 :)",positive,"የእኔ መቀመጫ ስልክ ስልኬን እንዳገኘ ደስተኛ ነኝ እናም ለፕሮፌሰር ሰጠው.አመሰግናለሁ አመሰግናለሁ, በሙሉ ልቤ አመሰግናለሁ!<3 :)"
5546,Still time to order your #Halloween treats! Deadline: 2PM CST TODAY (with Overnight Shipping) to arrive tomorrow! ---&gt; http://t.co/vvT2ImJz,positive,# የእርስዎ # አሃዞን ህክምናዎችዎን ለማዘዝ ጊዜ አለው!ቀነ-ገደብ: - 2 pm cst ዛሬ ነገ ለመድረስ (ከወደቅ መላኪያ) ጋር!- እና & gt;http://t.co/vvt2imz
5547,"@Vaughters and won't take much time. I thought your views may be better presented to cycling world in Poland if you say sth more ""directly"".",positive,"@Raguatts እና ብዙ ጊዜ አይወስዱም.በፖላንድ ውስጥ ለኮላንድ ብስክሌት ብስክሌት ዓለም ውስጥ እይታዎ በተሻለ ሁኔታ ""በቀጥታ"" ከ ""በቀጥታ"" የሚሉትን ብስክሌት ብስክሌት ዓለም ውስጥ በተሻለ ሁኔታ ሊቀርብ ይችላል ብዬ አሰብኩ."
5548,@JWalters9 @rrrrgo @AClem318 @hsmith72090 im pumpkin carving again and watching the Alabama vs. Lsu game saturday night!,neutral,@ JWAWRERS9 @rrryrgrgo @ Aclemeo318 @ HSUPSONE720 IM Drumdin እንደገና መቆራረጥ እና የአላባማ ቪስ ጨዋታ ቅዳሜ ማታ ማንጠልጠያውን እየተመለከትኩ ነው!
5549,#jerzday tonight FIRST EPISODE OF JERSEY SHORE SEASON 4 PREMIERES TONIGHT!!!!! :'),positive,#jerzde ዛሬ ማታ ማታ የጁሴሲ የባህር ዳርቻ ወቅት 4 ዳግም አስራቢዎች ዛሬ ማታ !!!!!: ')
5550,HTC Desire listed for ?419 at Amazon's German portal:,neutral,የ HTC ፍላጎት ለ? 419 በአማዞን ጀርመናዊ ፖርታል
5551,Australia Test and ODI captain Michael Clarke at the launch of the international season in Sydney on Monday... @PCBcricketPK,neutral,አውስትራሊያ ምርመራ እና ኦዲፒ ካፒቴን ማይክል ክላርክ እ.ኤ.አ. ሰኞ ሰኞ (@PCBcrickerPK)
5552,Brandon Weeden is going to be a player someday. He's not right now - Ron Jaworski just now on Sunday NFL Countdown #countdowntokickoff,positive,ብራንደን ededen አንድ ቀን ተጫዋች ይሆናል.እሱ አሁን አይደለም - ሮን ጃዋኪስ እሁድ እሁድ NFL ቆጠራ #countododododokicofff
5553,"Cant wait to move to Hawaii this Saturday! Promotion, New townhouse, new car &amp; with myKING... Definitely a happy girl :)",positive,"በዚህ ቅዳሜ ወደ ሃዋይ ለመሄድ መጠበቅ አልተቻለም!ማስተዋወቂያ, አዲስ መኖሪያ ቤት, አዲስ መኪና እና አህመድ;በመለቀቅ ... በእርግጠኝነት ደስተኛ ሴት :)"
5554,"The Eight Day of the week: Sarah G. Day!! Where you can party party,laugh,dance and go crazy! #SarahGLive on Sunday guys:)",positive,"የሳምንቱ ስምንት ቀን: ሣራ ሰሜን !!የትራንስ ፓርቲ, ሳቅ, መደነስ እና እብድ መሆን ይችላሉ!እሑድ እሁድ ሰዎች #"
5555,Looking forward to the new Jersey Shore starting tonight. Has it started in Ireland yet?? What do tweeps think?? #jerseyshore,positive,ትንንሽ የሚጀምሩትን አዲሱን ጀርሲ ዳርቻዎች በጉጉት እጠብቃለሁ.ገና በአየርላንድ ውስጥ ተጀመረ ??ትዊድ ምን ያስባሉ ??# jerseeysyshoreore
5556,My mums going to Liverpool shopping tomorrow and I'm working. Damn,neutral,እማዬ ነገ ነገ ግብይት እየሄዱ ነው እና እሰራለሁ.ግድያ
5557,"Two worst players in plus/minus right now for OKC are Serge Ibaka and Kendrick Perkins. Stat may be soft, but it matches the eyes.",neutral,"ለኦኮክ ሁለት በጣም የከፋ ተጫዋቾች ሁለት በጣም መጥፎ ተጫዋቾች ibc እና Kenencric perkins ናቸው.STAT ለስላሳ ሊሆን ይችላል, ግን ከዓይኖቹ ጋር ይዛመዳል."
5558,Also need to be at least accredated in ACT or REBT before the end of 4th yr.,neutral,እንዲሁም ከ 4 ኛ ዓመት መጨረሻ በፊት በድርጊት ወይም በ RET ውስጥ ቢያንስ እውቅና መስጠት ያስፈልጋል.
5559,Off out for the afternoon to visit all our referring dentists in the Bethnal Green area. Got a day off tomorrow so have a great weekend all.,positive,በቤኒካዊ አረንጓዴ አካባቢ የሚያመለክቱትን ሁሉ የሚያመለክቱትን ሁሉ ለመጎብኘት ከሰዓት በኋላ ወጣ.ነገ አንድ ቀን ያካሂዱ እና ከሁሉም የተሻለ ቅዳሜና እሁድ እንዲሆን.
5560,So. Thriving Ivory is my new favorite band. The song Angels On The Moon is amazing! EVERYONE GO LISTEN TO IT RIGHT NOW. <333,positive,ስለዚህ.አዲሶቼ አዲሱ የእኔ ተወዳጅ ባንድ ነው.የጨረቃው ዘፈን መላእክቶች አስገራሚ ናቸው!ሁሉም ሰው አሁን ያዳምጣል.<333
5561,"@sasha_uher @ripitup_loz Etta James, fine. She may have the best voice but she still killed it. Slaughtered it, in fact.",positive,@sasha_uar@ uribitup_loz etta etta መልካም.እሷ በጣም ጥሩው ድምጽ ሊኖራት ይችላል ነገር ግን እሷ ግን ገደለች.በእውነቱ ተገደለው.
5562,"A single-vehicle crash early Sunday morning claimed the life of a Selma teen. James Brandon Banks, 19, was... http://t.co/ZANBUvxv",negative,"አንድ ነጠላ-የተሽከርካሪ ብልሽቶች እሁድ ጠዋት ጠዋት የሴሎ ወጣት ልጅን ሕይወት አስገኝቷል.ጄምስ ብራሶን ባንኮች, 19, 19/2.coc/zanbuvxv"
5563,"Wish you were eating @ Jackie O's today? Come to the Appalachian Health Summit Saturday for delicious Jackie O's lunch, &amp; health workshop :)",positive,"@ Jakeie o ዛሬ ቢኖሩኝ ተመኙ?ወደ አፓፓቺያን የጤና ማጠራቀሚያ ጉባ atude ቅዳሜና, ምሳ, ምሳ, እና AMP,የጤና ዎርክሽ :)"
5564,Sport: Calling ALL Tayside football fans! The #wave102footballphonein kicks off at 6pm on Wednesday! join the debate! #DUFC #dfc #SPL,neutral,ስፖርት: - ሁሉንም Tayovel የእግር ኳስ አድናቂዎችን በመደወል!የ # WAVE102footalllodline ረቡዕ በ 6 ፒኤም ያቆማል!ክርክሩን ይቀላቀሉ!#Dufc #DFC #SPL
5565,who's going to the pottstown football game friday?,neutral,ወደ ፖክቶርቶድ እግር ኳስ ጨዋታ አርብ የሚሄደው ማነው?
5566,i may or may not be obsessed with Poetic Justice.,neutral,በግጥም ፍትህ መጨነቅ ወይም ላይጨቅ ይችላል.
5567,"@Slamsonite28 Honda Classic tomorrow, calling it now, Tiger and rory coming down to the wire",neutral,"@ Alsonite28 hondon ክላሲክ ነገ, አሁን, ነብር እና ሮሪ ወደ ሽቦው እየወረደ ነው"
5568,Ravens sign Ricky Williams ohhhhh leeeeee dueeetttttt #blackbirdgang...they bout to smokeout the locker room tonight,positive,ራቨንስ ሪሊይ ዊሊያምስ ኦህሊያ leiee maieebet #blackerbirdge ...
5569,"@richards2507 @colourpurple210 Ive just realized Minotaurs 1st Company consists of mostly Termies, Preds and Vindicators lol #ForgeWorldOnly",neutral,"@ ሪቻርድስ 25 @ on Colourupt210 IVE ን ተረድቷል ሚኒስትሩ 1 ኛ ኩባንያ በጣም የተተነተነ ነው, የሚወሰኑ እና የቪድዮቫይተሮች"
5570,SPC is bring Giuliana and Bill Rancic for Breast Cancer Awareness month on October 30th in the GC Ballrooms for a FREE event! Check out...,neutral,SPC ለጡት ካንሰር ግንዛቤ ወር ጥቅምት 30 ቀን በ GC ኳስ ክፍሎች ውስጥ በነጻ ክስተት ውስጥ ነው!ጨርሰህ ውጣ...
5571,What an Amazing Halloween Weekend! A lot of Great costumes! Can't wait for the big night This Wednesday! Underworld at Cinema!,positive,እንዴት ያለ አስገራሚ ሃሎዊን ቅዳሜና እሁድ!ብዙ ታላላቅ አልባሳት!በዚህ ረቡዕ ትላልቅ ምሽት መጠበቅ አልተቻለም!ሲኒማ ውስጥ
5572,'Really good day' as Danica Patrick finishes 10th at Kansas Nationwide race - NASCAR News | FOX Sports on... wlmXrhFu http://t.co/wlmXrhFu,positive,"እንደ ዳኒካ ፓትሪክ በኪሳስ አቀፍ ውድ ውድድር 10 ኛ ላይ ""በጣም ጥሩ ቀን 'እንደ ዳኒካ ሀገር 10 ኛ ደረጃን ያጠናቅቃል - ናአካር ዜና |ፎክስ ስፖርቶች ላይ ... wlmexrhfu http://t.co/wlmxrhfu"
5573,"John 3:16,the Fab Four,the 50 Yard Line,the 13th floor,9/11,the Dirty Dozen,we're all waiting for the 2nd coming...Numbers-JMC #GreatSong",positive,"ዮሐንስ 3 16, የ 50 የጓሮ መስመር, የ 50 የጓሮ መስመር, 9/ 11, የቆሸሸው ደርዘን, የ 2 ኛ ክፍል ነን"
5574,"Just a heads up, LP #9 may take some time before I can start recording. A lot of work is going to go into this next project.",neutral,ልክ ጭንቅላት ከመጀመርዎ በፊት ጭንቅላትን ለማስጀመር ከ LP # 9 በፊት የተወሰነ ጊዜ ሊወስድ ይችላል.ብዙ ስራ ወደ ቀጣዩ ፕሮጀክት ይሄዳል.
5575,"Beer and chicken night! Watching #Dexter till the working hours (11.59pm - 8 am) Maybe we should reserve the nickname ""dexter""? Might be fun",positive,ቢራ እና ዶሮ ምሽት!የሠራተኛ ሰዓቶች (11.59 ፒኤም - 8 am) እስከደቡብ ክልል ድረስ (11.59PM)አስደሳች ሊሆን ይችላል
5576,Cheers lads Everton is third today...oops I'm reading the League Table upside down!,neutral,ቼዲዎች leds evervon Evervon ዛሬ ሦስተኛው ነው ... ውይ ውይ የሊግ ሰንጠረዥን ወደ ላይ እያነበብኩ ነው!
5577,@teafortree Goon is always a good idea! It will probably taste better than the $10 bottle of vodka I have for tomorrow...,positive,@tetashshere ooon ሁል ጊዜ ጥሩ ሀሳብ ነው!ምናልባት ነገ ከነበረው ከ 10 ዶላር ጠርሙስ የተሻለ ሊሆን ይችላል ...
5578,New Music: Bruno Mars- Young Girls:  If you watched Bruno Mars on Saturday Night Live then you may have caught h... http://t.co/mNJJs8QC,neutral,አዲስ ሙዚቃ: - ብሩኖ ማርስ - ወጣት ልጃገረዶች: - ቅዳሜ ምሽት ላይ ብሩኖ ማሪያዎችን ከተመለከቱ ኤች ... http.c.co/mnjs8qcc
5579,"Today in the Lounge: Comedy Central has the real Billy T, and Antonia! is coming for Bon Temps' vamps. http://t.co/ou7ehBH",neutral,ዛሬ በወንዙ ውስጥ: - አስቂኝ ማዕከላዊ እውነተኛው ቢሊ ቲ እና አንቶኒያ አለው!ለ NONES Muts aters ቶች እየመጣ ነው.http://t.co/ou7ehbhh
5580,Your like Jordan's on a Saturday I got to have you and I cannot wait. .,positive,ልክ እንደ ዮርዳኖስ ቅዳሜ ቆይቼአለሁ እና እኔ መጠበቅ አልችልም..
5581,Who's going to the game tomorrow at flowing wells high school? (: Marana v.s fw (: #homecoming,neutral,ነገ በሁለተኛ ደረጃ ትምህርት ቤት በሚፈስስበት ጊዜ ነገ ወደ ጨዋታው የሚሄድ ማነው?(: - ማራና v.s FW (# #OMEMEL)
5582,"...Gandhi said, 'Be the change you want to see in the world.' In this simple sentiment we can find hope... http://t.co/7MMWwgt",positive,... ጋንዲ 'በዓለም ውስጥ ማየት የምትችለው ለውጥ ሁን.'በዚህ ቀላል ስሜት ውስጥ ተስፋን ማግኘት እንችላለን ... http://t.co/7MEWWWGT
5583,[(VHL) American Hockey League] MON APR 23 2012 10PM: Devils 3 at Americans 4: i dont know if the game stats are ... http://t.co/n387XaIL,neutral,[(VHL) የአሜሪካ ሆኪ ሊግ 232 10 ፓግሎች: - በአሜሪካን 3: የጨዋታው ስታቲስቲክስ እነዚህ ናቸው ... http://t.co/n387xail
5584,"Hello everyone.Tuesday night like always Beef Kabob special it is DELICIOUS,Acoustic open Mic with Brian Ruskin... http://t.co/aaovO85i",positive,ጤና ይስጥልኝ.
5585,#NowWatching ~ Silent House. Guess I'm in love w/ Elizabeth Olsen. Gotta find 'Martha Marcy May Marlene'. Heard that she's really good there,positive,# አሁን ዝምታ ~ ዝምተኛ ቤት.በፍቅር ውስጥ እንደሆንኩ ገምግሙ w / Elizibaby ኦልሰን.Ethat 'ማርታ ማርሲ ምናልባት ማርሊን'.እዚያ ጥሩ እንደሆነች ሰማች
5586,@davetaylor2112 Hey there David Taylor. Nice to have you along sir. How is your Friday? #mushroomfm,positive,@ DAVETYLOR2112 ሄይ ዴቪድ ቴይለር.ጌታዬ ላይ እርስዎን ለማግኘት ጥሩ.አርብዎ እንዴት ነው?#mushmomefm
5587,Nebraska placed a nation-leading nine players on the first-ever Senior Bowl watch list released Saturday... http://t.co/xXEbwBKQ,positive,ኔቢራስካ በመጀመሪያ-የመጀመሪያ ደረጃ የሾርባ ፍለጋ ዝርዝር ውስጥ የተለቀቀውን ብሔራዊ የጎዳና ላይ ዘጠኝ ተጫዋቾችን ዘጠኝ ተጫዋቾችን ዘጠኝ ተጫዋቾችን አደረጉ ... http://t.co/xxebwbkq
5588,"@orjan_nilsen Endymion is now rocking the charts, What nexts? C'mon tell us something",positive,"@orjan_nilsen Prymorion አሁን ገበታዎቹን እየጎበኘ ነው, ምን ነጮች?ካሞን አንድ ነገር ይነግርናል"
5589,"@scooterbraun Im from South Africa and will be leaving the States on the 5th  of Nov, really wanna see JB!!! Life would be perfect then!",positive,"@socosterBrube IM ከደቡብ አፍሪካ ውስጥ ከ 5 ኛ ዩ.አር.ኤል. 5 ኛ ላይ ግዛቶችን ትወጣለች,ሕይወት ፍጹም ይሆናል!"
5590,Should I go to the MLK game tomorrow ?,neutral,ነገ ወደ MLK ጨዋታ መሄድ ይኖርብኛል?
5591,"2nd episode of Family Guy , I missed It the first time (:",negative,"2 ኛ የቤተሰቦ ouryey ክፍል, ለመጀመሪያ ጊዜ ናፈቀኝ ("
5592,RT @imthereal_LD: ESPN got some good stuff on tonight.,positive,RT @IMTereal_d: Espn ዛሬ ማታ አንዳንድ ጥሩ ነገሮችን አግኝቷል.
5593,@Built4dTough first meet December 8th in the Murphy center,neutral,@ @ ግንባኑ 14 ዲሴምበርት በ Mutfopy ማእከል ውስጥ ታህሳስ 8 ቀን ይገናኙ
5594,It saddens my heart 2 C women with black eyes! :(,negative,በልቤ ውስጥ 2 ሲ ሴቶችን በጥቁር ዐይን ዐይኖች ያዘኑ!:(
5595,Comedy central real goin hard tonight,positive,አስቂኝ ማዕከላዊ እውነተኛ ጩኸት ዛሬ ማታ
5596,"Saturday morning Goon, the kids dying to play puck",neutral,"የቅዳሜ ጠዋት ጎስተን, ልጆቹ ለመጫወት የሚሞክሩ ልጆች"
5597,RT @STLScorpio31 One who smiles rather than rages is always the stronger. ~Japanese Proverb #quote: RT @STLScorpio31 One who smiles ra...,neutral,RT @ Stlscorpio31 ከድግነት ይልቅ ፈገግ ካለበት ሁል ጊዜ ጠንካራ ነው.~ የጃፓን ምሳሌ #quote: RT @ stlscorpio31 RASHER ን ፈገግ አለ ...
5598,"@SteljesBusiness Ah, maybe you also prefer Zulu. Thanks, no relation! But where, Exeter? Btw the 4th emergency service is the Coastguard.",positive,"@Scelyjessbussuse AH, ምናልባት ዙሉ ይመርጣሉ.እናመሰግናለን, ምንም ግንኙነት የለም!ግን የትኛ, ትዕይንት የት ነው?ቢት 4 ኛ የአደጋ ጊዜ አገልግሎት የባህሩ ጠባቂ ነው."
5599,@FantasyGaffer got a suggestion for a GK tomorrow that doesn't cost over 5.6 ?!!. I want to replace Krul.,neutral,@Fanasygafffer ከ 5.6 በላይ የማይሸሽበት ጎድጓዳው አንድ ጥቆማ አግኝቷል ?!.ክሩኡል መተካት እፈልጋለሁ.
5600,DEPARTURE of ship: JUMBO SPIRIT Port: ABU DHABI Time: Nov 2 2012 4:49AM (UTC) (Time of arrival/departure is the time the vessel a...,neutral,የመርከብ ጉዞ: - የጃምቦር መንፈስ ወደብ: - አቡ ዲያቢ ሰዓት: ኖ Novel ል 2 2012 4 49 am (UTC)
5601,"@finefoodgirl SBS popped it into an earlier time slot, across 3 weeks- so I missed the 1st one- (maddening!) but watched online- was v good.",positive,@fininofodergirl SBS ወደ ቀድሞው የጊዜ ማስገቢያ አፋጣኝ ነበር
5602,Finally editing the Tamper Review!! So fun http://tweetphoto.com/11105662 (via @hslade3),neutral,በመጨረሻም የ Tepper ግምገማውን ማርትዕ !!በጣም አዝናኝ http://tweetpooto.com/111056662 (@ HSLADE3)
5603,Nothing says 'Fuck you' to Super Rugby than when EP Kings get relegated tomorrow. I'm waiting,negative,Php ነገሥታት ነገ ከተለቀቁ በኋላ ወደ ሱ Super ር 'የሚሽከረከረው' ምንም ነገር የለም.እየጠበቅኩ ነው
5604,Rampage forward Greg Rallo ties the game at 2-2 at 4:25 of the 2nd period. Howden and Shore with the assists.,neutral,Rumpage ያስተላልፉ ግሬግ ራልፍ ከ 2 ኛው ጊዜ ከ 2-2 ውስጥ ጨዋታውን ከ2-2 የሚገኘውን ጨዋታውን ከ 2-2 ውስጥ ጨዋታውን ያወጣል.በተዳከመ ወሬዎች እና ዳርቻዎች.
5605,Im going to be the Black Dahlia tomorrow and no ones going to get it because everyone is stupid.,negative,ነገ ጥቁር ዳህሊያ እሆናለሁ እና ሁሉም ሰው ደደብ ስለሆነ ሊያገኙት አልቻሉም.
5606,[ABS-CBN News] Aquino on Enrile's memoirs: May all of us seek in this book the lessons that will allow us to advance as a people,neutral,"[ABS-CBN LESS] አቶ አየያ በ Enibile Bemods ላይ, ሁላችንም እኛ እንደ ህዝብ እንድናነሳ የሚፈቅድላቸው ትምህርቶች በዚህ መጽሐፍ ውስጥ እንፈልጋለን"
5607,How long b4 the town houses on 7th Ave. Nd MLK get power back on?? @CoryBooker,neutral,በ 7 ኛው ጎዳና ላይ የከተማዋ ቤቶችን ስንት ዓመት ነው.@Cu erucoboker
5608,"@justinbieber is gonna be in Louisville, Kentucky tomorrow &amp; I can't go to the show. I guess I'll just sit and listen to his music &amp; pretend",negative,"@justinbierbery ነገ ነገ ነገ ነገ እና አሚወደ ትር show ት መሄድ አልችልም.እገምታለሁ እና ሙዚቃውን እና አዶን እናዳምጫለሁ,በማስመሰል"
5609,Big Brother tonight & X Factor on Saturday? May have to cut my ears off & spoon my eyes out this afternoon then. Is there a braille twitter?,negative,ትልልቅ ወንድም ዛሬ ማታ እና ቅዳሜ ቅዳሜ ላይ?ዛሬ ከሰዓት በኋላ ዓይኖቼን ማጥፋት እና ካኖቼን መቆረጥ ሊኖርበት ይችላል.የብሬይል ትዊተር አለ?
5610,:'( dk why but the 3rd hospital file not working for me. Gotta try download from HF instead,negative,: '(dk (dk የ 3 ኛ ሆስፒታል ፋይል) ለእኔ የማይሠራ ነው. ከዚህ ይልቅ ማውረድ ከኤች.ፒ.
5611,Just realized it's Nuit Blanche the night before the Run For The Cure. I feel like I'm in a stare down. Who's gonna win?,neutral,ለፈውስ ከመሮሙ በፊት የሌሊት ብቃቱን እንደ ገና ተረድተዋል.እንደ እኔ እንደሆንኩ ይሰማኛል.ማን ያሸንፋል?
5612,Good night everyone! Much needed rest for me. Tomorrow off to Oslo!! Playing at the Oslo World Music fest at Park Teatrett.,positive,ደህና እደሩ!በጣም የሚያስፈልጉኝ እረፍትነገ ወደ ኦስሎ ወጣ !!በፓርክ ቼሬትቲ ውስጥ በኦስሎ የዓለም የሙዚቃ ፍሰት መጫወት.
5613,"Things I want to do: Live in Toronto to work, go to school, and pursue acting, and go to Second City.And go out to Banff to work in January!",positive,"ማድረግ የምፈልጓቸውን ነገሮች: - ወደ ትምህርት ቤት ይሂዱ, ወደ ትምህርት ቤት ይሂዱ, እና ወደ ሁለተኛ ከተማ መሄድ, እና ወደ ሁለተኛ ከተማ ይሂዱ."
5614,My dads all buying beds for the house in Wisconsin . Like bitch I haven't been there since 6th grade,negative,አባቴ በዊስሰንሰን ውስጥ ላሉት ቤት አልጋዎችን በመግዛት ሁሉም አባቶች.እንደ ብስክሌት እኔ ከ 6 ኛ ክፍል ጀምሮ እዚያ አልነበሩም
5615,ATTN: WRESTLERS- Still time to join this Sunday's Seminar/Tryout. Here's the info: http://t.co/yhlRYkza,neutral,Atn: Watchers- ይህ እሑድ ሴሚናር / ሙከራ ለመቀላቀል ጊዜ አለው.መረጃው እነሆ http://t.co/yhlryka
5616,I watched Joyful Noise for the 30th time . It keeps getting better and better . Great actor and a better Artists @KekePalmer :),positive,ለ 30 ኛው ጊዜ አስደሳች ድምፅ ይሰማኛል.እየተሻሻለ ይሄዳል.ታላቁ ተዋናይ እና የተሻሉ አርቲስቶች @kekypaly :)
