ID,tweet,label,eng_translated
am_train_03819,እኛ ኢትዮጵዮውያን የራሳችን አዲስ አመት አለን የለንም ላሉት ከሆነ ጥሩ ነው ግን ዘርዘር አድርገው ለማን,neutral,"To whom is it good, but to whom Ethiopia has a new year of"
am_train_03820,የኤርትራን ፖልስ እንደ አርሲ እና በሌ አቅም ይለለውና ከዱላ ውጭ ምንም እንደኖር ማድረግነው ስትል እውነትም ጥሬ ስጋ መብለት ከሰውናት እንደ ምያወጠና ከአውሬ ጎኒ…,neutral,"Eritreans Polos, such as RC and by another, and there are no more raw of meat from the dead"
am_train_03821,በዚህ የእግዚአብሔር ፍቅር በእኛ ዘንድ ተገለጠ፥ በእርሱ በኩል በሕይወት እንኖር ዘንድ እግዚአብሔር አንድ ልጁን ወደ ዓለም ልኮታልና። (1ዮሐ. 4፣9),neutral,For this love of God is revealed in us;(1 John 4: 4)
am_train_03822,ዛሬ በወሎ ዩንቨርስቲ ለገደልከው የድሀ ልጅ  ነገ በጥፍ ቢመለስልህ እዳታለቅስ,neutral,"If you have a poor daughter to kill today in a time today, let"
am_train_03823,ጠቅላይ ሚኒስትር ዶክተር አብይ አህመድ ብልፅግና ፓርቲን የተቀላቀሉ ድርጅቶች የስምምነት የፊርማ ስነ ስርዓት ላይ ያደረጉት ንግግር,neutral,Prime Minister Dr. Abii Ahmed Ahmed Ahmed's Violent Organization Organizations
am_train_03824,በሕይወት ሆነን ብንኖር ወይም ብንሞት የጌታ ነን።ስለዚህ ሙታንንም ሕያዋንንም ይገዛ ዘንድ ክርስቶስ ሞቶአልና ሕያውም ሆኖአልና።??✝️✝️??✝️✝️,neutral,"For it is the Lord, whether we live or die alive or die."
am_train_03825,የቀረበችሽ ለበቀል እንዳይሆን ማጣራቶች እያደረግን ነው። የመፅሐፍ ቅዱስ ስም ስለያዘች ልናምናት አንችልም ????????,neutral,We are making filters from being approachable.Can we not believe that she had a Bible name ????????
am_train_03826,በአዲስ አበባ በተካሄደው በዚህ የመጨረሻ የቴክኒክ ውይይት ቀድሞ ስምምነት ተደርሶበት ከነበረው በተለየ፣ ግድቡ ከ12 እስከ 21 ዓመታት እንዲሞላ የሚያደርግ የጊዜ ሰንጠረዥ ግብፅ ማቅ…,neutral,"Unlike the final technical discussion in Addis Ababa, a timing of time table that causes the dam ..."
am_train_03827,የሀገር ህልውና እና ጥቅምን እናስከብር ሲባል ግብፅ አባት ሀገር ሆና ኤርትራ እናት ሀገር የምትሆንበት ስሌት አይገባኝም? ??,neutral,"Migrant and Putuals and Prophecy, Egypt I do not understand the calculation of the father of Eritrea Eritrean Eritrea's mother country???"
am_train_03828,የኢትዮጵያ ህዝቦች ምታውቋዋትም እማታውቋዋትም ለእህታችን ቤዛ ታደሰ እንድረስላት ካለችበት የጉልበት በሽታ እንድትድን ሁላችንም እንረባረብ ስል በአክብሮት እጠይቃለሁ: በስልክ ቁጥሩዋ ለመር…,neutral,"I respect the people of the people of the people, and I respect the ransom to be saved by the time of the time of our children:"
am_train_03829,ፀጉር ቤት ተገድጄ የማየው ፊልም  . . . ሸሚዙ እስከ ሆዱ የተከፈተ ስራ ቀጣሪ ቁጭ ብሎ ልጅቷ  የማንትሴ  ልጅ ነኝ ስትለው Wooooow እንደዚ ቆንጆ ልጅ አላቸው እንዴ? እሷም መሽኮርመም?????♀️?????♀️,neutral,Hair house was killed and the movie that I saw...The shirt to the stomach is sitting up an opened job operator and the girl have a beautiful child like this?She also flirt ?????
am_train_03830,የጠ/ሚ ዐብይ የምርጫ ቅስቀሣ የአዲስ አበባ ወጣቶች ድምፃቹን እንጂ ሂወታቹን ለማንኛውም ፓርቲ አትስጡ,neutral,"A MMBE TAKE Electoral Rewards of Addis Ababa Youths, not the goals"
am_train_03831,የጉዞ ማስታወሻ፣ዓፋር   በዓፋር የሚገፕው በኣለም ሞቃታማ ስራ ተብሎ የተሰየመው የኤርታዕሌ እሳተ ገሞራ ለማየት ፍቃድ ካላቸው የጉዞ ወኪሎች ውጪ መጓዝ ኣይመከርም.ጉዞው  ጥንቃቄ የሚፈልግ…,neutral,"Travel note, Afar is not recommended on licensing out of licensed by the Eristul of Earth to see Eristiel"
am_train_03832,የአማራ ባለሀብት አቶ ወርቁ ቃል የገቡት 5ሚሊዮን ዛሬ አስረክበዋል፣ 3ሚሊዮን ለተቃጠሉት መስጂዶች ሲሆን፣ 2 ሚሊዮኑ ደግሞ ጉዳት ለደረሰበት ቤተክርስቲያን ሞሆኑን ተናግረዋል!…,neutral,"The Amhara's Investor, Golden's Interest Gilted 5 million today, and the 2 million in the midst of the 2 million they said,"
am_train_03833,ያልገባኝ ነገር። አሁን ያለው መንግስት የአማራ መንግስት ነው እንዴ? የአማራ ህዝብ ሰልፍ ስለወጣ ብቻ የነሱን ጥያቄ እሚያዳምጠው። የአማራ ህዝብ ድምጽ እና ለቅሶ መቼ ሲሰማ አይተዋል?,neutral,Something I don't understand.Is the current government's Amhara government?Consider what the people of Amhara's people is just because he has gone out.When did you see the voice of the Amhara people and when he heard?
am_train_03834,BBC News አማርኛ - “ኦዲፒ ዋጋ የተከፈለባቸውን ጥያቄዎች ወደ ጎን መተው አይገባውም” ፕ/ር መረራ ጉዲና,neutral,"BBC News English - ""The ODP does not need to leave the questions that are paid to the side of"" Port Tedr"
am_train_03835,አማራ ቴሌቬዥን ወገንተኝነቱን ያቁም!  በባህርዳር የሙስሊሙ ማሕበረሰብ በነቂስ ወጥቶ ሰላማዊ ሰልፍ በማድረግ ላይ ይገኛል።,neutral,Amhara Tlenditier TlendistrinMuslim community of Muslim communities are pulled by a sanctuary.
am_train_03836,ለመምቴ ምንማለት እንደሆነ ራሴን እየጠየኩ ሹክሻክን ጨመሩልኝ ????,neutral,"Am I increased a Whistle, asking myself that I was about to be my life ????"
am_train_03837,ሐይ የ ታዳሺ ትዊቶች ይታያሉ! ትም / ቤት የጠለቀ ነው ነገር ግን በትዊተር ላይ ታዋቂ አይደለም,neutral,Hiy's tweets appear!The school is darker but not famous on Twitter
am_train_03838,ሲጀምር 63-45=18,neutral,63-45 = 18
am_train_03839,ጠያቂ:  የኢትዮጵያ ችግሮች እነማን ናቸው??  መላሽ:  አማራ እና ኦሮምያ ክልል።  Bitter truth.,neutral,Questioner: Who are the problems of Ethiopia?Survival: Amhara and Oromia region.Bitter Truth.
am_train_03840,... የማይሆን ከሆነ ተደራጅተው የራስን ፕሮግራም ቀርፆ ለህዝብ ማቅረብ። ይሄኛውን አማራጭ ሲያዩ ግን አንድ መርሳት የሌለባቸው ነገር ቢኖር የመራጮችን ድምፅ…,neutral,"... Not if it is not possible, it is organized and providing the public program.But when you see this option, it should not forget the votes of voters ..."
am_train_03841,በአብዛኛው ጊዜ ባሎች ከሚስቶቻቸው  ቀድመው ይሞታሉ  ሚስቶች ባሎቻቸው  ከሞቱባቸው  በኋላ በብቸኝነት የሚኖሩበትን ጊዜ ለመቀነስ እኛ ወንዶች at least በ 5 አመት የሚበልጡ…,neutral,"Usually, husbands die from their wives and their husbands, we are more than 5 years of age ..."
am_train_03842,እኛ ነን የሚቀርበን።,neutral,We are approaching us.
am_train_03843,ማንኛውም በሰኣቱ የሚጎዳ ነገር ይመስላል ጊዜው ስያልፍ ለካ ለዚህ ነው እንዴ ያስብላል ስለዚህ ነገሩን በየትኛውም ጊዜ ምኑንም ስትቃዎሙ ግንዛቤ ዉስጥ እያስገባችሁ መሆን አለበት።,neutral,It seems that any time it is about time on time.
am_train_03844,ማነው ያ የOMN ማኔጂንግ ዳይሬክተር እንኳንም ብልፅግና ውስጥ ልግባ አላለ።ከፈለገ የፈለገው ውስጥ ይግባ ምንም አያመጣም የፓርቲን ተቀባይነት ከመቀነስ ውጪ!,neutral,Who has a appeal of the OMN Managing Director of OMN Managing.
am_train_03845,ግን ከእናንተ ወገን ብቻ ነው ውወተ ዶክተር ፔቭልን ለመያዝ ክፍያ የሰጡትስ ማን ነው ልናሆይ ዜጊ ምጅረ ምጣበ ትፊበ ያዚከ ናእ,neutral,"But only from you are only the one who gave birth to Dr. Pvul, who gave birth to a civil age of citizens and navigate"
am_train_03846,እነርሱም ሽልማችሁን ለመያዝ እየሞከሩ ነበር ትነኝጠግርእበ ዴንእ ትልቅ ሰው ነዎት ተንናእለ,neutral,And they were trying to hold your annihi
am_train_03847,ኢትዮጵያን ይበትናል የሚል እምነት የለኝም መሰረታዊ የሆነ የፌደራሊዝም ተቃርኖ ግን አለው አሁን ሁሉም ዝም ያለው የፖርቲ ፕሮግራም ስለሆነ ነው ወደ…,neutral,"I do not believe that it will be severe to Ethiopia, so that all the silentic program is that all the silentic program is to ..."
am_train_03848,ጥሩ ማሳሰቢያ ነው:: ተቻኩሎ አቶ ለማን ጥላሸት በመቀባት ጠላትን ከማጠንከርና ማስደስት ይልቅ እስከአሁን ላደረጉት አስተዋፅኦ አክብረን አቢይን እንደግፍ::,neutral,"It's a good reminder.Archangeli, Momba Momba, and for the contribution of what is to strengthen the enemy, respect for our contribution."
am_train_03849,አሁን የፍርሃት ጊዜ አይደለም ሉላችይ ርገናመ ስንያቢ እና ከዚያ በፊት በጣም ረጅም ጊዜ ይሆናል ውነ ቻብ ንገወ ተንናእከ ንግ,neutral,Now Glalanich Non-Singhearter and Earn Mainst Math
am_train_03850,ኦኬ ወደ ሌላ ዛፍ ገብተናል ጎበዝ,neutral,OK we entered another tree
am_train_03851,ሥለራሳቹ አውሩ እንጂ  ሰው ብሎ ማለት የራሱን ቀዳዳ የሸፈነ ነውና ??,neutral,"For the other is that man, who fiery his own body?"
am_train_03852,በል የተማሰ ጉድጓድ ውስጥ እንዳትገባም ጭምር ተጠንቀቅ ??,neutral,Do you even be careful not in a pit pit?
am_train_03853,ነገረችህ እኮ።  የደረቴ አጥንት ያምራል አለች።  እንግዲህ ያንን እሷና ያየው ያውቀዋል:) ግን በርግጠኝነት ውበቷ እንደሆነ ነግራናለች።,neutral,"She told you.He said.Then he knows that and know that, but she was certainly known that she was her sick"
am_train_03854,የአገር በቀል መገናኛ ብዙሃን ተልኮ እና ሚና ምንድን ነው? ጋዜጠኞችስ እነሱ የሚፈልጉትን ነው ወይንስ የሚገባውን ነው ማስተላለፍ ያለባቸው? እንደ አገርስ?,neutral,What is the role of the revenge media?Journalists who want them to apply whether they want or worthy?What about?
am_train_03855,Kenema 6 vs 8 Set P Attacking Principal :   _ 2ቱ የፋሲል ተጨዋቾች ከበረኛው በሴንቲሜትር ርቀት ላይ በመሆን ግብ ጠበቂውን ጫና ውስጥ ማስገባት፣  _ አንድ የ…,neutral,"Kenem 6 vs 8 Sett p in 8 SET PHRINCIPPAL: _ 2 Fasil players in the Bentometar District in the Bentometh, _"
am_train_03856,Background ላይ ያለው ግን የ ኢህአዴግ ልማት ነው  ሳተላይቱ ቢሆን ይሻል ነበር ??,neutral,"But the EPRDF development is the EPRDF development, and did he even want the satellite ??"
am_train_03857,የደሃ ልጅ ነው ሚበጠብጠው ለማለት ነው???,neutral,Is it a good girl ???
am_train_03858,እርሱ ሁሉን ነገር ነበር ሃአ እኛ እኛ ማን መሆን አያስፈልገንም ምረበነልአ ሩጥ ምጣበ ሱእ,neutral,He was All Thing HA
am_train_03859,ተልከን አይደለም ነው ????,neutral,Not Money ????
am_train_03860,?????? ችግሩ ትምህርት ነፃ መሆኑ ነው ሊሉን ነው?,neutral,??????Is it the idea that the problem is free?
am_train_03861,እውነት ነው ዛሬ የደረሰብኝ ነገር ቀላል አይደለም,neutral,It is true that what I have happened today is not easy
am_train_03862,ዛሬ እና ነገ አንቀፅ 39 በዶሮ መልክ ተመስሎ ይመጣልና ተጠንቀቁ  :),neutral,Today and tomorrow Article 39
am_train_03863,እርሱ ሁሉን ነገር ነበር ልያታይ ክልመ ፍሃሾማ እሱ በጣም ጥሩ አልነበረም ርበነ ቅውአ ንትንዴ ይቬርሃ ንግ ርገነ,neutral,"It was All Things That Way Alar - A Verbash, Victorious Video talk"
am_train_03864,ዘሙዬ ደግሞ፣ አሁን እኔ አንተ ላይ እደርሳለሁ!?? ????,neutral,"And my second, now I'll get on you !??????"
am_train_03865,የሐሻ ወግ,neutral,Huhari tradition
am_train_03866,ዛፍ ላይ የተቀመጠች ወፍ እምነቷ በዛፉ ሳይሆን በክንፏ ነው።  ምን ለማለት....,neutral,"A bird on a tree is not his faith, not in her hink.What about ...."
am_train_03867,ሁሌ በገና ቀን ተወዳጅ መዝሙር,neutral,Always popular song on Christmas Day
am_train_03868,እና ዛሬ 11:30 የለም ነው የምትሉት?,neutral,And today is not 11:30?
am_train_03869,በተግባር ድርጅትህ የሚያደርገው አንተም ዛሬ የደረከው ነው፣አዲስ ነገር አይደለም።ለማንኛውም መልካም ቅዳሜ,neutral,"In practice, your organization does not do it today, not new Saturday."
am_train_03870,እና እዚህ ጋር አንትሽ ከተቀራራቢ ምስል ውጪ ምን አምጣ ልትለው ነው?,neutral,And what do you eat outside the implementation image here?
am_train_03871,ቆይ ከሌቦቹ ጀርባ ሚሄዱት ሰዎች ታዛቢ ኮሚቴ ናቸው?!?????♂️????,neutral,Are the people who have been in the back of the thresholds are the observer committee? !???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
am_train_03872,ኦቦ ለማ ታላቅ ሰው ናቸው አብዛኛው የኢትዮጵያ ህዝብ በጣም ይወዳችዋል ያከብራቹዋል ብዬ ስል በማጋነን ነው።እሳቸው አንድ ቃል ከተናገሩ ሰሚው ብዙ ነው!!! ለኢ…,neutral,By reasoning that most of the people of Ethiopia loves most of the people of Ethiopia.To E ...
am_train_03873,የመሳሪያ ዝውውር፣ በሰዎች ዕገታ እና በታጣቂዎች እንቅስቃሴ ምክንያት አጣብቂኝ ውስጥ የገባው የመተማ ወረዳ አስተዳዳሪ አቶ አባይነህ ወረታ ዛሬ በአማራ ራዲዮ ቀርበው በአካባቢው…,neutral,"Guarantee, Hamme district administrator, Mr. Gawa district, Mr. Gawa district's Administrator Event Negaye, in the country, in the Amhara radio and locally ..."
am_train_03874,የማይመሥል ወሬ ወያኔ ወደመቀሌ ሥለሄደ ነው የከፋችው?,neutral,Don't the midst of a non-priorities worshiped?
am_train_03875,ወያኔ ቴዲ አፍሮን ቁም ስቃይ ሲያበላው ነበር ህዝቤን በሙዚቃ ላስደስት ባለ ; አሁን ደግሞ ባለተረኞች እስክንድር ነጋን ያንገላታሉ ።  ታዲያ ሁልጌዜም እውነት ታ…,neutral,"Teddy's mouth was eating a painful pain, and when he would praise my people my people with music.Now they will grow southern Alexander Negarian.Then the truth is true ..."
am_train_03876,«የእኔንም የሕይወት ታሪክ አንዳንድ ሰዎች  ባለማወቅና በመሳሳት  ወይም በምቀኝነት  እውነት አስመስለው ጽፈው ፤ ሌሎችን እንዲመስላቸው ለማድረግ ቢፈትኑ ፤ የውነተኛውን ነገር ከስፍራ…,neutral,"""The history of life,""If they try to make others look like others;From a place of the world ..."
am_train_03877,እኔ እከተልሃለሁ እና ባገኘሁህ ጊዜ እገድለዋለሁ እና ውሾችንም እመግብሃለሁ ፡፡ አሳማህ ቤተሰቦችህ ይጠሉሃል እነዚህ ሸረሪዎች በክፍልህ ውስጥ እንዲዘዋወሩ…,neutral,"I will follow you and I will kill you when I find it.Your pigerous family hates you, these filters move in your room ..."
am_train_03878,ስለምን እንደምናወራ ግልፅ እንዲሆን ነው ??,neutral,Why is it clear about the conversation ??
am_train_03879,ቱሪስቶችን በጎንደር ለማቆየት ያለመ አዲስ መንገድ,neutral,A new way of a new way to keep tourists in Gondar
am_train_03880,ወጣት የሚባል ነው ይላል ዘገባው፡፡ በመሆኑም እዚህ የህብረተሰብ ክፍል ላይ የምናደርገው ኢንቨስትመንት ነው የሐገራችንን መጻኢ እድል የሚወስነው ለዚህ ደግሞ የወጣቶች የስራ እድል ፈጠ…,neutral,"The one is young.Thus, our investment in this community is the Easter's chance of the experience of our country, which is why young people's jobs have been made ..."
am_train_03881,ጅማ አባ ጅፋር ከ ባህር ዳር ከተማ - ቀጥታ የውጤት መግለጫ,neutral,Jimma AbbreT ABABLEGE - Direct Site description
am_train_03882,የከተማ አስተዳደሩ ሪፖርት ለህዝብ ተወካዮች ምክር ቤት,neutral,City Administration Report The Council of Peoples' Representatives
am_train_03883,ከእንግዲህ ይህን ማድረግ አልችልም ፣ ሰውነቴ እያብለጨለለ ነው ፣ የት ማምለጫ እንደሌለበት።  በእኔ ላይ ሲወርዱ ማለቂያ የሌለው ማለቂያ የሌለው የጨለማው ሜዳ ይሰማኛል እናም ወደ ኋ…,neutral,"I can no longer do this anymore, my body is cooking, where it should not escape.When you go on me, I feel an endless dark plain and to the time of ..."
am_train_03884,በእርግዝና የመጀመሪያ ወቅት ላይ ፅንስ ማስወገድ የፈጠረቦትን አእምሮዋኢ ቴናዎ ላይ ያደረሰውን ተጽኖ ያካፍሉን,neutral,Removal on the first time of pregnancy involve the impact on your own minds on your
am_train_03885,እሺ በድምጽ ብልጫ እንወስና ዲሞክራሲያዊ እናርገው!,neutral,Okay let's take a professor and make democracy!
am_train_03886,የመንግስት ፕሮጀክቶች የሙስና ተጋላጭነት,neutral,Public projects corruption
am_train_03887,የብዙዎቻችን መሰረት,neutral,According to our many
am_train_03888,❖11:00 ሰዓት ላይ ከኢምሬ የተለየ ቡድን ሊዮንበርግ እንደሚያሳየኝ ተስፋ አደርጋለሁ!,neutral,I hope that the Special Group of Emre is a different group of the State from Midreber!
am_train_03889,ፀዲ ግን ሙዷ ከባድ ነዉ ???♂️,neutral,Is it difficult to meditate ???
am_train_03890,የአራት ኪሎ ወንበር በምንድነው የተሰራው እንዲህ ህዝቡን የሚያተራምሰው? ለህዝብ አስበን ነው ብላችሁ ቅንድቤን እንዳታስቁት።,neutral,"The four kiloon of the four kiloon, which will refer to his people?Don't let me know that you are concerned about the public."
am_train_03891,በተጨማሪም የጤና ሳይንስ ኮሌጅ መምህሩ እና ተመራማሪው ዶክተር ዋቅጋሪ ደሬሳ ናቸው፡፡ 3/3,neutral,"In addition, the teacher and researcher of the Health Science College of Health Sciences and researchers are Dr. Welrr Drase.3/3"
am_train_03892,አረ ወይኔ እዚ ቤመ ውስጥ ግብዣ ያልተጠራሁት እኔ ብቻ ነኝ ልበል...,neutral,Ayma ooo my invitation in this house I am the only one ...
am_train_03893,ስትተኙ ልብሳችሁን እንጂ ልባችሁን አውልቃችሁ አትተኙ:: አንዳንድ ሰው ወጥ አቋም የሌለው ሊተኛ ሲል ልብሱን ብቻ ሳይሆን ልቡንም አውልቆ ስለሚተኛ ነው::,neutral,"When you sleep, let you go out, and not go forth.Some people do not just sleep only by his garment, not just his heart but also his heart."
am_train_03894,ህወሃት..ከብልጽግና ጋር ስለማልዋሃድ... የንብረት ክፍፍል እናድርግ ብላለች:: ለመሆኑ ንብረቶቹ እነማን ናቸው ..ዋልታ ፋና ሜጋ ወጋጋን ወይስ ሆርን አፌርስና ዛሚ ወይስ አብዮታዊ…,neutral,The TPLOTHAM GOOD MUNSHT MUNNABLE ...Who belongs to the assets of
am_train_03895,ከታች ምን ይላል ??,neutral,What does it say below ??
am_train_03896,ቢያንስ በአስቱ ዘፈን ክትክታ እና ወይራ…,neutral,At least the five song monitoring and olive ...
am_train_03897,ዛሬ እንኩዋን እረፍት አታደርግም  በ አውዳመት እንኩዋን ??ትንሽ እንኩዋን እፈር እስኪ ??????,neutral,Don't you rest in the opportunity today ??
am_train_03898,ሰዉ ጅምር ፍጥረት ነዉ፡ በቃለ እግዚአብሔር ተገንብቶ የሚያልቅ,neutral,Humans are the beginning of the creation
am_train_03899,Apologies for spamming your timeline :-) በቂ ገንዘብ ከተሰበሰበ ክረምት ሳይገባ የእድሳት ስራውን ማከናወን ስለሚቻል ነው፡፡ ክረምት ከገባ አይደለም እቃ ተሸክ…,neutral,"Atologies for spamming your TIMELINE :-) It is possible to perform the renewal of renewal, from winning winter.Winter is not to be carried out of item ..."
am_train_03900,የኢትይፕጵያን ኡነተኛ አመሰራራት እና የረጀም ጊዜ ያላቋረጠ መንግስት ግንዛቤ ውጽት ሲገባ ነው ፌደራሊዝም የሚለው አካሄድ ትክል መልክ ሊይዝ…,neutral,"EPSIOPIA UNABRORS AND IT'S TEACHING INFORMATION The government's percepts are incapacitation when the government is incapacitical, the course of Forderle is a vanity of ..."
am_train_03901,ብልህ ሰው  የኣርበኛ ሸዋረገድ ገድሌን ስብእና ያስተውላል  በርታ ወንድሜ!!! ????♥️,neutral,The wise person admits the humanity of a ridge of a ridge of a ridge of a ridge of a ridge of a ridge of a ridge of a ridicule and my brother !!!??????
am_train_03902,በጣም የሚገርም ነገር ነው  ለካ ቀድሞ ገድሎታል።,neutral,"It's amazing thing that is very surprisingly, it has already killed him."
am_train_03903,ዲጂ ሊ፡ እስኪ ተቃቅፈን ወደ ግራ ወደ ቀኝ እንበል? This guy: አረ ላቦሮዎቹ ነው እንዴ የላኩሽ   ????????,neutral,"Suppose that Degi Leave, confronted and left right to the left?THIS GUY: Is the Aya Laboros ????????"
am_train_03904,እኮ... በግ ላይ ምኑ ጋር ነው ያለው?,neutral,"""What is it with the lamb?"
am_train_03905,• ብሬ እድሜ ልኩን ደብረዘይት ሢል ከርሞ፣ ናዝሬት ሢል ከርሞ አሁን ብሾፍቱ አዳማ ምናምን የሚል ነገር ገርሞኛል? አዳማ አዳማ በዝቷል ምን ተደግሧል ሠዎች?  ••• !,neutral,"• George: The age of beam is Gulmona, Bummer, and I am surprised by the bombaema now?What is the abomination of the waves?•••!"
am_train_03906,ገበያ መር የውጭ ምንዛሬ፡  በእሳት ጨዋታ?,neutral,Market Earthly Foreign currency?
am_train_03907,የፕራይቬታይዜሽን አዋጁ በቀላሉ ወደኋላ ሊመለስ የማይችል ዘላቂ ተጽዕኖ ያለው በመሆኑና አስቸኳይ ባለመሆኑ፣ ተግባራዊ መሆን ያለበት ሀገር ተረጋግቶ መክሮበት በመሆኑ በችኮላ ጸድቆ ወደተግባር እንዳይ…,neutral,"The Privatization Proclamation is easy and that the country that must be unprofted, and that it is not urgent, the country that must be unprofted and immigrant, do not be quick"
am_train_03908,በመጀመሪያው ኢሄአዴግ ዘመን የሸወደኝ  ፓለቲከኛ እና አክቲቪስት ብዛቱ?????♂️።ጢባጢቤ ነው የተጫወቱብኝ።,neutral,Did the number of politicians and an acvist fund in the first century ?????
am_train_03909,ከፍተኛ የክልልና የፌዴራል የሥራ ኃላፊዎች በሰሜን ሸዋ ዞን ደብረ ብርሃን ከተማ ከክልሉ ባለሀብቶች ጋር የንቅናቄ ...,neutral,Higher and Federal Ministers A Debre Trey in Northern Shoa Zone Debre Trey
am_train_03910,ለማንኛውም ሸዋፈራሁ ደሳለኝ   ከህወሀት ወደ ህዳሴ ጉዞ ማስታወቂያ   ከወራት የማገገሚያ ቆይታ በኋላ ወደ ብልፅግና ጉዞ የሚል ማስታወቂያ ጀምሯል  ታድሎ,neutral,I'm late at the home of the country to the House of the House of the House of the House of Dreams
am_train_03911,ዞን ምክር ቤት የሀድያ ብሔር በክልል የመደራጀት ጥያቄዉን የክልሉ ምክር ቤት ባለማስፈጸሙ ለፌዴሬሽን ምክር ቤት ይግባኝ አቀረበ፡፡,neutral,Zone Council appealed to the House of the Federation By Not State the State of Hadia's National Council.
am_train_03912,“ኢህአዴግ ባለፉት 27 ዓመታት ያደራጃቸውን ፓርቲዎች ይዞ መቀጠል ሲያቅተው፣ ሌላው የኢህአዴግ ክንፍ ደግሞ ይዞ ለመሄድ እየሞከረ ይመስላል” – ፕሮፌሰር,neutral,"""EPRDF has ended the parties that are organized in the last 27 years, and the other EPRDF wing seems trying to take the other EPRDF wing,"" - Professor"
am_train_03913,ዓለማችን የተረጋጋች ትሆን ዘንድ አሜሪካ የኢኮኖሚ ቀውስ ቢያጋጥማት ጥሩ አይመስላችሁም? ቻይናና ሩስያ ደግሞ ቢበለፅጉ?,neutral,How don't you think that the United States has a economic crisis to stay calm?If China and Ruussia are strong?
am_train_03914,እድሜ ላይ እንደ ትምርት double መተህ ነው የሚመስለው ??,neutral,Does it look like you have to leave you like a school double ??
am_train_03915,ጥንካሬያችሁ የሚለካዉ መጀመሪያ ለአባላቶቻችሁ ዋስትና መሆን ስትችሉ ነው። እነ ክርስቲያንን አስፈቱ,neutral,Your strength is when you can be guaranteed to your members first.Those Effected Christian
am_train_03916,★አዲስ አበባ ስቴዲየም ላይ ኳስ ልታይ እየገባህ .... _ በሩ ላይ «የሴት ቦርሳ አይገባም»  ስትባል  _ እረ?  ትንፋሽስ ይገባል??? ብለህ እየጠየክ የምታሳየው ሁኔታ  _ _ እ…,neutral,"★ Addis Ababa Still a ball on a ball on the door .... _ The door ""Do you have a breath ???The situation you are saying _ _ ..."
am_train_03917,ያንተና የመስሎችህ ምስክሮች ደግሞ የውሸት ፋብሪካ አቋቁመው በአገራችን ጠላቶች ገንዘብ እየተረዱ ቆም  ብለው እንኳን ምን ያህል እራሳቸ…,neutral,"The witnesses of your wife, the witnesses of your wife and how much you are doing money and even helping money in our country ..."
am_train_03918,ለአፍሪካ ህብረት ሰላም ማስከበር ተልዕኮ በ3 አመታት ውስጥ 141 ሚሊዮን ዶላር ወጥቷል ተባለ,neutral,A mission to the African Union has been said to be $ 141 million in 3 years
am_train_03919,ምንም አንሆን አይዞን!! እንቅልፍ ያደህያል ሲሉ ሰምቻለሁ,neutral,Nothing be !!I have heard that I'm calm down
am_train_03920,በመሆኑም እነዚህን ችግሮች በተለይ በተጠቃሚዎች አድራሻ ይከሰት የነበረውን የማይታይ የውሃ ብክነት እና ብክለትን 100%  አለማንም ሙያተኞች በተጠቃሚዎች በእራሳቸው…,neutral,"So 100% of these problems, especially the invisible water pollution and pollution that occurs with users' address, 100% of professionals with consumers."
am_train_03921,1ኛ ሳምንት የኢትዮጵያ ፕሪምየር ሊግ ጨዋታዎች | ቀጥታ የውጤት መግለጫ,neutral,1st Wen week Ethiopian President League Games |Directional score description
am_train_03922,ናቶቶ ሳምሶን ከእርምጃው ኮክ ሲወጣ ዓይኖቹ ከእርሷ ጋር የተጋነነ ነበልባልን ከመጋራት ሲወጡ,neutral,When Natoum Samson went out of the style of the action of
am_train_03923,ትችቶቹም ሙገሳዎቹም በቀኃሥ ግለሰባዊ ስብዕና ላይ የተንጠለጠሉ ስለሆነ እዛው እንቆይ።እስኪ በዘመንህ ሚዛናዊ ሆነህ የንጉሰ ነገስቱን ስብዕና ያነፀርክበትን አንድ ትዊት…,neutral,"Let's stay there and stay on the cornerstone of the charges. To be balanced in your day, one of your days are balanced in the history of the king ..."
am_train_03924,በብልፅግና እና በኢዜማ መካከል ያለው ልዩነት ምንድነው?   . . . . . . . . . . . . . . . . . . . . . ምንም!!!!,neutral,What is the difference between prosperity and essay?.....................nothing else!!!!
am_train_03925,ባለሥልጣኑ እኮ የአካባቢውየሚዲያ ሥርጭትንየሚቆጣጠር ነፍጠኛ ሰራሽ አገር አፍራሽ ተግባርን አደባብሶ አገርየማያፈርስ የመኪናን አደ…,neutral,The Authority Corrupt Chrome of Local Viabodian royal control and mixed work of car jumps
am_train_03926,ኧረ ሰው ነኝ ያልከው ሰው ነኝ ብለህ እስክታምን ድረስ ስለጨቆኑህ እንጂ ዛፍ ነበርክ አለማለቱም ደግ ነው,neutral,"It is a tree, but of a tree, that I am a man who said"
am_train_03927,እቁብ እና እድርም ሳይጀምሩ አይቀርም እንደ አያያዛቸው ሆ,neutral,Holdes that they have not started
